filename,label
hefei_3188_meter_1_part_1.jpg,0
hefei_3188_meter_1_part_2.jpg,9
hefei_3188_meter_1_part_3.jpg,5
hefei_3188_meter_1_part_4.jpg,7
hefei_3188_meter_1_part_5.jpg,5
hefei_3188_meter_1_part_6.jpg,9
hefei_3190_meter_1_part_1.jpg,1
hefei_3190_meter_1_part_2.jpg,9
hefei_3190_meter_1_part_3.jpg,6
hefei_3190_meter_1_part_4.jpg,5
hefei_3190_meter_1_part_5.jpg,2
hefei_3190_meter_1_part_6.jpg,0
hefei_3191_meter_1_part_1.jpg,0
hefei_3191_meter_1_part_2.jpg,2
hefei_3191_meter_1_part_3.jpg,2
hefei_3191_meter_1_part_4.jpg,6
hefei_3191_meter_1_part_5.jpg,2
hefei_3191_meter_1_part_6.jpg,7
hefei_3192_meter_1_part_1.jpg,0
hefei_3192_meter_1_part_2.jpg,5
hefei_3192_meter_1_part_3.jpg,7
hefei_3192_meter_1_part_4.jpg,0
hefei_3192_meter_1_part_5.jpg,2
hefei_3192_meter_1_part_6.jpg,0
hefei_3194_meter_1_part_1.jpg,0
hefei_3194_meter_1_part_2.jpg,2
hefei_3194_meter_1_part_3.jpg,5
hefei_3194_meter_1_part_4.jpg,6
hefei_3194_meter_1_part_5.jpg,6
hefei_3194_meter_1_part_6.jpg,0
hefei_3195_meter_1_part_1.jpg,0
hefei_3195_meter_1_part_2.jpg,7
hefei_3195_meter_1_part_3.jpg,5
hefei_3195_meter_1_part_4.jpg,0
hefei_3195_meter_1_part_5.jpg,9
hefei_3195_meter_1_part_6.jpg,7
hefei_3196_meter_1_part_1.jpg,0
hefei_3196_meter_1_part_2.jpg,0
hefei_3196_meter_1_part_3.jpg,2
hefei_3196_meter_1_part_4.jpg,7
hefei_3196_meter_1_part_5.jpg,2
hefei_3196_meter_1_part_6.jpg,3
hefei_3198_meter_1_part_1.jpg,1
hefei_3198_meter_1_part_2.jpg,8
hefei_3198_meter_1_part_3.jpg,3
hefei_3198_meter_1_part_4.jpg,0
hefei_3198_meter_1_part_5.jpg,4
hefei_3198_meter_1_part_6.jpg,5
hefei_3199_meter_1_part_1.jpg,0
hefei_3199_meter_1_part_2.jpg,7
hefei_3199_meter_1_part_3.jpg,9
hefei_3199_meter_1_part_4.jpg,0
hefei_3199_meter_1_part_5.jpg,3
hefei_3199_meter_1_part_6.jpg,2
hefei_3200_meter_1_part_1.jpg,0
hefei_3200_meter_1_part_2.jpg,5
hefei_3200_meter_1_part_3.jpg,9
hefei_3200_meter_1_part_4.jpg,8
hefei_3200_meter_1_part_5.jpg,1
hefei_3200_meter_1_part_6.jpg,5
hefei_3203_meter_1_part_1.jpg,0
hefei_3203_meter_1_part_2.jpg,1
hefei_3203_meter_1_part_3.jpg,9
hefei_3203_meter_1_part_4.jpg,2
hefei_3203_meter_1_part_5.jpg,3
hefei_3203_meter_1_part_6.jpg,0
hefei_3204_meter_1_part_1.jpg,0
hefei_3204_meter_1_part_2.jpg,6
hefei_3204_meter_1_part_3.jpg,7
hefei_3204_meter_1_part_4.jpg,6
hefei_3204_meter_1_part_5.jpg,3
hefei_3204_meter_1_part_6.jpg,5
hefei_3205_meter_1_part_1.jpg,1
hefei_3205_meter_1_part_2.jpg,2
hefei_3205_meter_1_part_3.jpg,5
hefei_3205_meter_1_part_4.jpg,4
hefei_3205_meter_1_part_5.jpg,5
hefei_3205_meter_1_part_6.jpg,8
hefei_3208_meter_1_part_1.jpg,0
hefei_3208_meter_1_part_2.jpg,5
hefei_3208_meter_1_part_3.jpg,5
hefei_3208_meter_1_part_4.jpg,9
hefei_3208_meter_1_part_5.jpg,8
hefei_3208_meter_1_part_6.jpg,5
hefei_3209_meter_1_part_1.jpg,0
hefei_3209_meter_1_part_2.jpg,5
hefei_3209_meter_1_part_3.jpg,5
hefei_3209_meter_1_part_4.jpg,4
hefei_3209_meter_1_part_5.jpg,6
hefei_3209_meter_1_part_6.jpg,7
hefei_3210_meter_1_part_1.jpg,0
hefei_3210_meter_1_part_2.jpg,6
hefei_3210_meter_1_part_3.jpg,4
hefei_3210_meter_1_part_4.jpg,0
hefei_3210_meter_1_part_5.jpg,2
hefei_3210_meter_1_part_6.jpg,1
hefei_3212_meter_1_part_1.jpg,0
hefei_3212_meter_1_part_2.jpg,3
hefei_3212_meter_1_part_3.jpg,4
hefei_3212_meter_1_part_4.jpg,6
hefei_3212_meter_1_part_5.jpg,7
hefei_3212_meter_1_part_6.jpg,4
hefei_3213_meter_1_part_1.jpg,0
hefei_3213_meter_1_part_2.jpg,0
hefei_3213_meter_1_part_3.jpg,0
hefei_3213_meter_1_part_4.jpg,8
hefei_3213_meter_1_part_5.jpg,2
hefei_3213_meter_1_part_6.jpg,7
hefei_3214_meter_1_part_1.jpg,1
hefei_3214_meter_1_part_2.jpg,1
hefei_3214_meter_1_part_3.jpg,2
hefei_3214_meter_1_part_4.jpg,9
hefei_3214_meter_1_part_5.jpg,0
hefei_3214_meter_1_part_6.jpg,6
hefei_3216_meter_1_part_1.jpg,0
hefei_3216_meter_1_part_2.jpg,3
hefei_3216_meter_1_part_3.jpg,1
hefei_3216_meter_1_part_4.jpg,8
hefei_3216_meter_1_part_5.jpg,4
hefei_3216_meter_1_part_6.jpg,9
hefei_3217_meter_1_part_1.jpg,0
hefei_3217_meter_1_part_2.jpg,6
hefei_3217_meter_1_part_3.jpg,3
hefei_3217_meter_1_part_4.jpg,2
hefei_3217_meter_1_part_5.jpg,5
hefei_3217_meter_1_part_6.jpg,9
hefei_3218_meter_1_part_1.jpg,0
hefei_3218_meter_1_part_2.jpg,9
hefei_3218_meter_1_part_3.jpg,0
hefei_3218_meter_1_part_4.jpg,4
hefei_3218_meter_1_part_5.jpg,1
hefei_3218_meter_1_part_6.jpg,2
hefei_3220_meter_1_part_1.jpg,1
hefei_3220_meter_1_part_2.jpg,0
hefei_3220_meter_1_part_3.jpg,2
hefei_3220_meter_1_part_4.jpg,9
hefei_3220_meter_1_part_5.jpg,3
hefei_3220_meter_1_part_6.jpg,4
hefei_3221_meter_1_part_1.jpg,0
hefei_3221_meter_1_part_2.jpg,4
hefei_3221_meter_1_part_3.jpg,1
hefei_3221_meter_1_part_4.jpg,3
hefei_3221_meter_1_part_5.jpg,5
hefei_3221_meter_1_part_6.jpg,3
hefei_3222_meter_1_part_1.jpg,0
hefei_3222_meter_1_part_2.jpg,3
hefei_3222_meter_1_part_3.jpg,6
hefei_3222_meter_1_part_4.jpg,7
hefei_3222_meter_1_part_5.jpg,3
hefei_3222_meter_1_part_6.jpg,1
hefei_3224_meter_1_part_1.jpg,3
hefei_3224_meter_1_part_2.jpg,4
hefei_3224_meter_1_part_3.jpg,8
hefei_3224_meter_1_part_4.jpg,9
hefei_3224_meter_1_part_5.jpg,7
hefei_3224_meter_1_part_6.jpg,6
hefei_3225_meter_1_part_1.jpg,1
hefei_3225_meter_1_part_2.jpg,2
hefei_3225_meter_1_part_3.jpg,0
hefei_3225_meter_1_part_4.jpg,4
hefei_3225_meter_1_part_5.jpg,0
hefei_3225_meter_1_part_6.jpg,2
hefei_3226_meter_1_part_1.jpg,0
hefei_3226_meter_1_part_2.jpg,0
hefei_3226_meter_1_part_3.jpg,2
hefei_3226_meter_1_part_4.jpg,0
hefei_3226_meter_1_part_5.jpg,8
hefei_3226_meter_1_part_6.jpg,4
hefei_3228_meter_1_part_1.jpg,1
hefei_3228_meter_1_part_2.jpg,0
hefei_3228_meter_1_part_3.jpg,7
hefei_3228_meter_1_part_4.jpg,2
hefei_3228_meter_1_part_5.jpg,0
hefei_3228_meter_1_part_6.jpg,4
hefei_3229_meter_1_part_1.jpg,0
hefei_3229_meter_1_part_2.jpg,3
hefei_3229_meter_1_part_3.jpg,0
hefei_3229_meter_1_part_4.jpg,7
hefei_3229_meter_1_part_5.jpg,3
hefei_3229_meter_1_part_6.jpg,9
hefei_3230_meter_1_part_1.jpg,1
hefei_3230_meter_1_part_2.jpg,2
hefei_3230_meter_1_part_3.jpg,6
hefei_3230_meter_1_part_4.jpg,3
hefei_3230_meter_1_part_5.jpg,5
hefei_3230_meter_1_part_6.jpg,2
hefei_3232_meter_1_part_1.jpg,0
hefei_3232_meter_1_part_2.jpg,5
hefei_3232_meter_1_part_3.jpg,0
hefei_3232_meter_1_part_4.jpg,3
hefei_3232_meter_1_part_5.jpg,0
hefei_3232_meter_1_part_6.jpg,2
hefei_3233_meter_1_part_1.jpg,0
hefei_3233_meter_1_part_2.jpg,3
hefei_3233_meter_1_part_3.jpg,1
hefei_3233_meter_1_part_4.jpg,5
hefei_3233_meter_1_part_5.jpg,8
hefei_3233_meter_1_part_6.jpg,3
hefei_3234_meter_1_part_1.jpg,1
hefei_3234_meter_1_part_2.jpg,4
hefei_3234_meter_1_part_3.jpg,1
hefei_3234_meter_1_part_4.jpg,5
hefei_3234_meter_1_part_5.jpg,1
hefei_3234_meter_1_part_6.jpg,4
hefei_3236_meter_1_part_1.jpg,0
hefei_3236_meter_1_part_2.jpg,3
hefei_3236_meter_1_part_3.jpg,9
hefei_3236_meter_1_part_4.jpg,0
hefei_3236_meter_1_part_5.jpg,2
hefei_3236_meter_1_part_6.jpg,5
hefei_3237_meter_1_part_1.jpg,1
hefei_3237_meter_1_part_2.jpg,3
hefei_3237_meter_1_part_3.jpg,3
hefei_3237_meter_1_part_4.jpg,4
hefei_3237_meter_1_part_5.jpg,6
hefei_3237_meter_1_part_6.jpg,2
hefei_3238_meter_1_part_1.jpg,1
hefei_3238_meter_1_part_2.jpg,3
hefei_3238_meter_1_part_3.jpg,4
hefei_3238_meter_1_part_4.jpg,8
hefei_3238_meter_1_part_5.jpg,6
hefei_3238_meter_1_part_6.jpg,6
hefei_3240_meter_1_part_1.jpg,0
hefei_3240_meter_1_part_2.jpg,4
hefei_3240_meter_1_part_3.jpg,8
hefei_3240_meter_1_part_4.jpg,2
hefei_3240_meter_1_part_5.jpg,0
hefei_3240_meter_1_part_6.jpg,0
hefei_3241_meter_1_part_1.jpg,0
hefei_3241_meter_1_part_2.jpg,2
hefei_3241_meter_1_part_3.jpg,0
hefei_3241_meter_1_part_4.jpg,4
hefei_3241_meter_1_part_5.jpg,1
hefei_3241_meter_1_part_6.jpg,1
hefei_3242_meter_1_part_1.jpg,0
hefei_3242_meter_1_part_2.jpg,6
hefei_3242_meter_1_part_3.jpg,3
hefei_3242_meter_1_part_4.jpg,9
hefei_3242_meter_1_part_5.jpg,6
hefei_3242_meter_1_part_6.jpg,3
hefei_3244_meter_1_part_1.jpg,1
hefei_3244_meter_1_part_2.jpg,0
hefei_3244_meter_1_part_3.jpg,8
hefei_3244_meter_1_part_4.jpg,1
hefei_3244_meter_1_part_5.jpg,5
hefei_3244_meter_1_part_6.jpg,5
hefei_3245_meter_1_part_1.jpg,0
hefei_3245_meter_1_part_2.jpg,3
hefei_3245_meter_1_part_3.jpg,4
hefei_3245_meter_1_part_4.jpg,1
hefei_3245_meter_1_part_5.jpg,0
hefei_3245_meter_1_part_6.jpg,4
hefei_3246_meter_1_part_1.jpg,0
hefei_3246_meter_1_part_2.jpg,2
hefei_3246_meter_1_part_3.jpg,7
hefei_3246_meter_1_part_4.jpg,8
hefei_3246_meter_1_part_5.jpg,2
hefei_3246_meter_1_part_6.jpg,1
hefei_3248_meter_1_part_1.jpg,0
hefei_3248_meter_1_part_2.jpg,4
hefei_3248_meter_1_part_3.jpg,4
hefei_3248_meter_1_part_4.jpg,4
hefei_3248_meter_1_part_5.jpg,8
hefei_3248_meter_1_part_6.jpg,4
hefei_3249_meter_1_part_1.jpg,0
hefei_3249_meter_1_part_2.jpg,3
hefei_3249_meter_1_part_3.jpg,1
hefei_3249_meter_1_part_4.jpg,4
hefei_3249_meter_1_part_5.jpg,9
hefei_3249_meter_1_part_6.jpg,6
hefei_3250_meter_1_part_1.jpg,0
hefei_3250_meter_1_part_2.jpg,7
hefei_3250_meter_1_part_3.jpg,1
hefei_3250_meter_1_part_4.jpg,5
hefei_3250_meter_1_part_5.jpg,1
hefei_3250_meter_1_part_6.jpg,1
hefei_3252_meter_1_part_1.jpg,0
hefei_3252_meter_1_part_2.jpg,3
hefei_3252_meter_1_part_3.jpg,4
hefei_3252_meter_1_part_4.jpg,9
hefei_3252_meter_1_part_5.jpg,7
hefei_3252_meter_1_part_6.jpg,6
hefei_3253_meter_1_part_1.jpg,0
hefei_3253_meter_1_part_2.jpg,7
hefei_3253_meter_1_part_3.jpg,6
hefei_3253_meter_1_part_4.jpg,1
hefei_3253_meter_1_part_5.jpg,4
hefei_3253_meter_1_part_6.jpg,4
hefei_3254_meter_1_part_1.jpg,1
hefei_3254_meter_1_part_2.jpg,3
hefei_3254_meter_1_part_3.jpg,0
hefei_3254_meter_1_part_4.jpg,0
hefei_3254_meter_1_part_5.jpg,0
hefei_3254_meter_1_part_6.jpg,6
hefei_3256_meter_1_part_1.jpg,0
hefei_3256_meter_1_part_2.jpg,2
hefei_3256_meter_1_part_3.jpg,3
hefei_3256_meter_1_part_4.jpg,3
hefei_3256_meter_1_part_5.jpg,3
hefei_3256_meter_1_part_6.jpg,9
hefei_3257_meter_1_part_1.jpg,1
hefei_3257_meter_1_part_2.jpg,1
hefei_3257_meter_1_part_3.jpg,4
hefei_3257_meter_1_part_4.jpg,9
hefei_3257_meter_1_part_5.jpg,6
hefei_3257_meter_1_part_6.jpg,3
hefei_3258_meter_1_part_1.jpg,1
hefei_3258_meter_1_part_2.jpg,2
hefei_3258_meter_1_part_3.jpg,9
hefei_3258_meter_1_part_4.jpg,9
hefei_3258_meter_1_part_5.jpg,1
hefei_3258_meter_1_part_6.jpg,8
hefei_3260_meter_1_part_1.jpg,0
hefei_3260_meter_1_part_2.jpg,8
hefei_3260_meter_1_part_3.jpg,6
hefei_3260_meter_1_part_4.jpg,1
hefei_3260_meter_1_part_5.jpg,0
hefei_3260_meter_1_part_6.jpg,6
hefei_3261_meter_1_part_1.jpg,0
hefei_3261_meter_1_part_2.jpg,1
hefei_3261_meter_1_part_3.jpg,0
hefei_3261_meter_1_part_4.jpg,5
hefei_3261_meter_1_part_5.jpg,7
hefei_3261_meter_1_part_6.jpg,0
hefei_3262_meter_1_part_1.jpg,0
hefei_3262_meter_1_part_2.jpg,7
hefei_3262_meter_1_part_3.jpg,2
hefei_3262_meter_1_part_4.jpg,2
hefei_3262_meter_1_part_5.jpg,7
hefei_3262_meter_1_part_6.jpg,9
hefei_3264_meter_1_part_1.jpg,0
hefei_3264_meter_1_part_2.jpg,9
hefei_3264_meter_1_part_3.jpg,5
hefei_3264_meter_1_part_4.jpg,9
hefei_3264_meter_1_part_5.jpg,3
hefei_3264_meter_1_part_6.jpg,9
hefei_3265_meter_1_part_1.jpg,0
hefei_3265_meter_1_part_2.jpg,6
hefei_3265_meter_1_part_3.jpg,0
hefei_3265_meter_1_part_4.jpg,7
hefei_3265_meter_1_part_5.jpg,5
hefei_3265_meter_1_part_6.jpg,8
hefei_3266_meter_1_part_1.jpg,1
hefei_3266_meter_1_part_2.jpg,2
hefei_3266_meter_1_part_3.jpg,0
hefei_3266_meter_1_part_4.jpg,4
hefei_3266_meter_1_part_5.jpg,5
hefei_3266_meter_1_part_6.jpg,9
hefei_3268_meter_1_part_1.jpg,1
hefei_3268_meter_1_part_2.jpg,1
hefei_3268_meter_1_part_3.jpg,1
hefei_3268_meter_1_part_4.jpg,6
hefei_3268_meter_1_part_5.jpg,8
hefei_3268_meter_1_part_6.jpg,9
hefei_3269_meter_1_part_1.jpg,0
hefei_3269_meter_1_part_2.jpg,3
hefei_3269_meter_1_part_3.jpg,6
hefei_3269_meter_1_part_4.jpg,3
hefei_3269_meter_1_part_5.jpg,1
hefei_3269_meter_1_part_6.jpg,9
hefei_3270_meter_1_part_1.jpg,0
hefei_3270_meter_1_part_2.jpg,8
hefei_3270_meter_1_part_3.jpg,4
hefei_3270_meter_1_part_4.jpg,5
hefei_3270_meter_1_part_5.jpg,4
hefei_3270_meter_1_part_6.jpg,4
hefei_3272_meter_1_part_1.jpg,0
hefei_3272_meter_1_part_2.jpg,5
hefei_3272_meter_1_part_3.jpg,9
hefei_3272_meter_1_part_4.jpg,5
hefei_3272_meter_1_part_5.jpg,9
hefei_3272_meter_1_part_6.jpg,9
hefei_3273_meter_1_part_1.jpg,0
hefei_3273_meter_1_part_2.jpg,0
hefei_3273_meter_1_part_3.jpg,9
hefei_3273_meter_1_part_4.jpg,7
hefei_3273_meter_1_part_5.jpg,4
hefei_3273_meter_1_part_6.jpg,9
hefei_3274_meter_1_part_1.jpg,0
hefei_3274_meter_1_part_2.jpg,6
hefei_3274_meter_1_part_3.jpg,3
hefei_3274_meter_1_part_4.jpg,2
hefei_3274_meter_1_part_5.jpg,0
hefei_3274_meter_1_part_6.jpg,5
hefei_3276_meter_1_part_1.jpg,0
hefei_3276_meter_1_part_2.jpg,7
hefei_3276_meter_1_part_3.jpg,3
hefei_3276_meter_1_part_4.jpg,1
hefei_3276_meter_1_part_5.jpg,5
hefei_3276_meter_1_part_6.jpg,9
hefei_3277_meter_1_part_1.jpg,1
hefei_3277_meter_1_part_2.jpg,2
hefei_3277_meter_1_part_3.jpg,8
hefei_3277_meter_1_part_4.jpg,4
hefei_3277_meter_1_part_5.jpg,5
hefei_3277_meter_1_part_6.jpg,8
hefei_3278_meter_1_part_1.jpg,0
hefei_3278_meter_1_part_2.jpg,6
hefei_3278_meter_1_part_3.jpg,1
hefei_3278_meter_1_part_4.jpg,3
hefei_3278_meter_1_part_5.jpg,3
hefei_3278_meter_1_part_6.jpg,3
hefei_3280_meter_1_part_1.jpg,0
hefei_3280_meter_1_part_2.jpg,3
hefei_3280_meter_1_part_3.jpg,2
hefei_3280_meter_1_part_4.jpg,1
hefei_3280_meter_1_part_5.jpg,9
